id,product,price,college,Sub Category,rating,stock,is_out_of_stock,views_count,wishlist_count,add_to_cart_count,buyers_count,discount_pct,final_price,price_range_category,stock_range,seasonality,effective_price,cart_to_view_ratio,wishlist_to_view_ratio,image
8415,Rotring 120 cm Premium Quality Plastic Letter T Ruler,25,arts;architecture;engineering,Rulers,3.7,24,0,194,6,23,6,22.6,23.8,Low,Medium,Autumn,19.35,0.117948718,0.030769231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8416,Rulers Kit for arts;architecture;engineering,28.25,arts;architecture;engineering,Rulers,3.5,20,0,201,10,24,4,19.6,25.73575,Low,Medium,Winter,22.713,0.118811881,0.04950495,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8417,Artino Pure Turpentine and Pure Oil For Oil Painting - 125 ml,21,arts;architecture;engineering,Oils,3.6,13,0,207,5,16,4,20.9,15.561,Low,Medium,Spring,16.611,0.076923077,0.024038462,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8418,Circlular Canvas 280 gm Size 20 cm,230,arts;architecture;engineering,Canvas,3.1,15,0,195,6,22,5,13.2,201.25,High,Medium,Winter,199.64,0.112244898,0.030612245,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8419,Faber-Castell 10 ml Fabric Colors Set No.1410501 - 6 Pcs,65,arts;architecture;engineering,Colors,3.1,26,0,217,8,19,8,25,49.855,Medium,Medium,Spring,48.75,0.087155963,0.036697248,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8420,Maden 80 cm Plastic Letter T Ruler With Case No.2580,725,arts;architecture;engineering,Rulers,3.7,15,0,192,17,19,6,13.4,511.85,High,Medium,Winter,627.85,0.098445596,0.088082902,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8421,Rulers Kit for engineering,50,engineering,Rulers,4.2,20,0,192,12,18,8,21.2,47.9,Medium,Medium,Autumn,39.4,0.093264249,0.062176166,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8422, Cylinder 10ml,30,laboratory  tools,glassware,3.1,24,0,200,10,21,5,26.1,23.43,Low,Medium,Winter,22.17,0.104477612,0.049751244,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8423,10m Pipette,6.5,laboratory  tools,liquid handling,2.8,14,0,192,7,17,3,19.7,6.149,Low,Medium,Winter,5.2195,0.088082902,0.03626943,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8424,Green acrstone ,85,faculty of dentistry,chemical tools,4,15,0,182,9,12,3,15.3,73.78,Medium,Medium,Summer,71.995,0.06557377,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8425,K-MAX Art Works Artist Canvas 380 gm Size 30*30 cm No.HC-3030,35,arts;architecture;engineering,Canvas,3.5,21,0,206,11,22,3,15.8,34.125,Medium,Medium,Summer,29.47,0.106280193,0.053140097,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8426,Templates Kit for arts;architecture;engineering,23,arts;architecture;engineering,Templates,4.1,22,0,195,3,27,11,21.3,17.687,Low,Medium,Winter,18.101,0.137755102,0.015306122,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8427,Rulers Kit for architecture;engineering,75,architecture;engineering,Rulers,2.8,12,0,181,16,20,4,2.8,58.05,Medium,Medium,Summer,72.9,0.10989011,0.087912088,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8428,Rulers Kit for arts;architecture;engineering,19.5,arts;architecture;engineering,Rulers,2.2,21,0,202,11,20,4,19.1,17.238,Low,Medium,Autumn,15.7755,0.098522167,0.054187192,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8429,Rulers Kit for engineering,50,engineering,Rulers,3.1,21,0,223,19,18,7,11.2,47.1,Medium,Medium,Spring,44.4,0.080357143,0.084821429,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8430,Tubing holder,50,faculty of agriculture,microscopy supplies,2.9,18,0,230,11,24,8,4.1,36.45,Medium,Medium,Spring,47.95,0.103896104,0.047619048,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8431,Tie-Dye Fabric Colors Full Kit 25 gm No.151617,8,arts;architecture;engineering,Colors,3.4,15,0,193,10,20,3,27.4,6.368,Low,Medium,Spring,5.808,0.103092784,0.051546392,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8432,Drawing Sketch Kit for arts;architecture;engineering,223.5,arts;architecture;engineering,Drawing Sketch,3,30,0,214,10,23,7,14.9,200.0325,High,Medium,Autumn,190.1985,0.106976744,0.046511628,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8433,KeepSmiling Hobby Knife Set No..0065 - 13 Pcs,200,arts;architecture;engineering,Art Supplies,4.1,23,0,200,4,25,7,13.7,188.8,High,Medium,Summer,172.6,0.124378109,0.019900498,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8434,Matou 12 ml Glass Colors Set No.1363 - 12 Colors,139,arts;architecture;engineering,Colors,3.3,17,0,191,13,21,6,16.3,98.968,High,Medium,Spring,116.343,0.109375,0.067708333,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8435,Anastasia aspani ,300,faculty of dentistry,chemical tools,3.6,25,0,182,9,21,4,18.7,246.6,High,Medium,Autumn,243.9,0.114754098,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8436,Art Supplies Kit for arts,179.5,arts,Art Supplies,3.6,18,0,182,9,16,6,5.8,141.805,High,Medium,Autumn,169.089,0.087431694,0.049180328,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8437,KeepSmiling Art Works Artist Canvas 280 gm Size 20*40 cm,40.5,arts;architecture;engineering,Canvas,3.6,18,0,214,9,19,4,18.8,40.1355,Medium,Medium,Autumn,32.886,0.088372093,0.041860465,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8438,Drawing Sketch Kit for arts;architecture;engineering,27,arts;architecture;engineering,Drawing Sketch,3.5,17,0,214,10,18,5,10.6,24.084,Low,High,Spring,24.138,0.08372093,0.046511628,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8439,K-MAX Drawing Design Colored Canson Paper Sketch 35*25 - 12 Sheets,149.5,arts;architecture;engineering,Drawing Sketch,3.9,19,0,208,12,24,10,21.4,142.922,High,Medium,Autumn,117.507,0.114832536,0.057416268,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8440,KeepSmiling Fan Artist Brush High Quality Set No.8150 - 5 Pcs,75,arts;architecture;engineering,Brushes,2.9,18,0,197,11,22,6,23.2,53.55,Medium,Medium,Winter,57.6,0.111111111,0.055555556,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8441,Lighter,30,laboratory  tools,liquid handling,4.5,22,0,210,13,19,2,0.2,27.06,Low,Medium,Autumn,29.94,0.090047393,0.061611374,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8442,Colored Plastic Geometrical Shapes Template,13.75,arts;architecture;engineering,Templates,3.3,21,0,217,18,17,7,21.5,13.46125,Low,Medium,Winter,10.79375,0.077981651,0.082568807,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8443,Rulers Kit for engineering,265,engineering,Rulers,2.5,16,0,207,9,25,7,10.6,231.875,High,Medium,Spring,236.91,0.120192308,0.043269231,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8444,MY Slime Starter Kit No.MY306,70,arts;architecture;engineering,Art Supplies,3.6,15,0,199,9,19,6,9.1,62.16,Medium,Medium,Autumn,63.63,0.095,0.045,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8445,MBGI-WAP Basics 12 ml Oil Colors Set No.EO1212C-2 - 12 Colors,72,arts;architecture;engineering,Colors,2.9,22,0,153,7,12,4,11.2,63.72,Medium,Medium,Winter,63.936,0.077922078,0.045454545,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8446,K-MAX Drawing Design White Canson Paper Sketch 35*50 - 12 Sheets,45,arts;architecture;engineering,Drawing Sketch,4,15,0,216,8,17,3,17.3,42.3,Medium,Medium,Winter,37.215,0.078341014,0.036866359,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8447,Cleaning Tools Kit for arts,212.1,arts,cleaning tools,5,20,0,194,12,25,9,3.4,152.4999,High,Medium,Winter,204.8886,0.128205128,0.061538462,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8448,Dissecting pins,3,faculty of agriculture,glassware,2.9,37,0,188,10,14,3,20.9,2.196,Low,Medium,Spring,2.373,0.074074074,0.052910053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8449,edeta solution ,150,faculty of dentistry,chemical tools,3.7,25,0,197,7,18,4,13.4,124.5,High,Medium,Spring,129.9,0.090909091,0.035353535,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8450,Templates Kit for engineering,150,engineering,Templates,2.2,14,0,198,13,21,7,4.8,113.85,High,Medium,Spring,142.8,0.105527638,0.065326633,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8451,Art Supplies Kit for arts,360,arts,Art Supplies,3.8,12,0,199,11,19,7,15.3,331.92,High,Medium,Winter,304.92,0.095,0.055,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8452,histology pen ,51,faculty of veterinary medicine,Pencils and Pens,2.8,20,0,196,5,19,7,17.2,42.636,Medium,Medium,Spring,42.228,0.096446701,0.025380711,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
8453,Dong-A 30 ml Poster Color Jar,160,arts;architecture;engineering,Colors,3,15,0,209,8,25,4,10.4,124.96,High,Medium,Spring,143.36,0.119047619,0.038095238,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8454,rupper dam sheets ,200,faculty of dentistry,liquid handling,2.7,15,0,201,14,35,12,27,145.4,High,Medium,Autumn,146,0.173267327,0.069306931,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8455,beaker 150ml ,25,faculty of agriculture,glassware,4,16,0,201,9,20,7,20.9,22.475,Low,Medium,Autumn,19.775,0.099009901,0.044554455,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745972357/10306_lm5cr5.jpg
8456,Rulers Kit for architecture;engineering,31.3,architecture;engineering,Rulers,4.3,17,0,225,19,21,7,19.8,27.8883,Low,Medium,Summer,25.1026,0.092920354,0.084070796,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8457,KeepSmiling Palette Knives Set No.93.AS - 5 Pcs,15,arts;architecture;engineering,Art Supplies,3.5,20,0,178,9,17,9,1.6,14.565,Low,Medium,Spring,14.76,0.094972067,0.05027933,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8458,Rulers Kit for engineering,40,engineering,Rulers,2.9,22,0,166,6,15,4,15,39.08,Medium,Medium,Autumn,34,0.089820359,0.035928144,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8459,stethoscope,170,faculty of nursing,chemical tools,4.7,20,0,181,10,18,6,25.5,147.39,High,Medium,Winter,126.65,0.098901099,0.054945055,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970641/43339_l3ncbo.jpg
8460,slides cover,25,plant anatomy,microscopy supplies,2.9,25,0,192,6,17,5,20,23.55,Low,Medium,Autumn,20,0.088082902,0.031088083,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969356/Pngtree_soybean_plant_that_can_be_15753700_hesoc5.png
8461,Rulers Kit for engineering,145,engineering,Rulers,1.9,12,0,199,13,19,5,7,120.93,High,Medium,Winter,134.85,0.095,0.065,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8462,M&G 12 ml Acrylic Colors Set No.APLN6594 - 12 Colors,195,arts;architecture;engineering,Colors,3.8,18,0,190,10,26,10,25.8,166.53,High,Medium,Summer,144.69,0.136125654,0.052356021,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8463,cylinder 50,40,faculty of veterinary medicine,glassware,2.7,22,0,197,16,17,5,11.1,33.08,Medium,Medium,Autumn,35.56,0.085858586,0.080808081,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
8464,M&G High Quality Acrylic Pen Marker 2.0 mm - Different Colors,27,arts;architecture;engineering,Colors,4.2,22,0,218,12,23,7,27.5,22.788,Low,Medium,Winter,19.575,0.105022831,0.054794521,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8465,12-hole Rack,10,laboratory  tools,storage equipment,3.2,13,0,199,5,20,6,15.4,7.46,Low,High,Spring,8.46,0.1,0.025,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8466,spreaders ,65,faculty of dentistry,chemical tools,4,22,0,173,8,20,6,23.6,46.8,Medium,Medium,Summer,49.66,0.114942529,0.045977011,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8467,Sheloi Artist Series Gouache Colors Set 12 ml No.24010 - 24 Colors,149,arts;architecture;engineering,Colors,4.6,24,0,192,10,19,5,18.4,126.65,High,Medium,Winter,121.584,0.098445596,0.051813472,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8468,KeepSmiling High Quality Artist Brush Set with Different Sizes - 6 Pcs,82.5,arts;architecture;engineering,Brushes,2.6,15,0,226,16,18,4,8.7,78.9525,Medium,Medium,Spring,75.3225,0.079295154,0.070484581,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8469,Templates Kit for engineering,375,engineering,Templates,3.1,20,0,220,10,27,6,19.6,321.375,High,Medium,Spring,301.5,0.122171946,0.045248869,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8470,Circlular Canvas 280 gm Size 20 cm,230,arts;architecture;engineering,Canvas,3.4,19,0,200,11,22,4,0.3,201.25,High,Medium,Winter,229.31,0.109452736,0.054726368,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8471,Carioca Premium Quality Water Color Acquarell Set with a Brush No.42400 - 12 Color,912,arts;architecture;engineering,Colors,4.7,8,0,208,8,21,8,25.1,787.056,High,Medium,Autumn,683.088,0.100478469,0.038277512,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8472,Rulers Kit for engineering,60,engineering,Rulers,3,21,0,206,8,25,9,29,47.94,Medium,Medium,Winter,42.6,0.120772947,0.038647343,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8473,anesthetic ,35,animal dissection,chemical tools,3.1,17,0,173,9,25,8,6.2,34.195,Medium,Medium,Autumn,32.83,0.143678161,0.051724138,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970508/0b0bc3d9-9235-4aff-8804-2d00d7e0717d_tzxsza.jpg
8474,Dong-A 30 ml Poster Color Jar,55,arts;architecture;engineering,Colors,3.9,14,0,204,12,19,9,26.5,46.86,Medium,Medium,Summer,40.425,0.092682927,0.058536585,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8475,charmtemp,900,faculty of dentistry,chemical tools,3.1,15,0,208,10,19,4,5,693.9,High,Medium,Spring,855,0.090909091,0.04784689,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8476,edeta solution ,150,faculty of dentistry,chemical tools,3.6,19,0,187,9,21,8,14.7,124.5,High,Medium,Spring,127.95,0.111702128,0.04787234,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8477,Rulers Kit for engineering,20,engineering,Rulers,2.3,16,0,204,8,20,4,8.8,18.38,Low,Medium,Summer,18.24,0.097560976,0.03902439,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8478,Rulers Kit for engineering,15,engineering,Rulers,5,23,0,209,12,15,2,5.8,14.52,Low,Medium,Autumn,14.13,0.071428571,0.057142857,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8479,Titi 30 ml Poster Color Jar,626,arts;architecture;engineering,Colors,2.5,17,0,193,3,18,0,22.7,573.416,High,Medium,Autumn,483.898,0.092783505,0.015463918,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8480,Art Nation Porcelain Paint Color Set 15 ml No.PC0615 - 6 Colors,89.5,arts;architecture;engineering,Colors,3.3,18,0,215,11,25,8,24.2,67.7515,Medium,Medium,Summer,67.841,0.115740741,0.050925926,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8481,Art Rangers Acrylic Marker 60 ml No.86060,67,arts;architecture;engineering,Colors,3.5,17,0,211,3,23,9,25.2,57.218,Medium,Medium,Autumn,50.116,0.108490566,0.014150943,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8482,Rulers Kit for arts;architecture;engineering,53.5,arts;architecture;engineering,Rulers,4.9,17,0,188,10,23,9,0.3,48.471,Medium,Medium,Summer,53.3395,0.121693122,0.052910053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8483,tube holder,10,faculty of veterinary medicine,chemical tools,2.5,22,0,173,4,13,4,25.4,7.44,Low,Medium,Winter,7.46,0.074712644,0.022988506,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745970337/fvoz_14he_230404_d83dpp.jpg
8484,Rulers Kit for architecture;engineering - arts,70,architecture;engineering - arts,Rulers,5,16,0,188,14,16,2,1.5,59.5,Medium,Medium,Winter,68.95,0.084656085,0.074074074,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8485,Rulers Kit for engineering,20,engineering,Rulers,4.1,21,0,208,10,17,2,13.5,18.38,Low,Medium,Summer,17.3,0.081339713,0.04784689,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8486,Laboratory Towel,15,laboratory  tools,cleaning supplies,3.8,17,0,189,11,27,11,5.3,13.83,Low,Medium,Spring,14.205,0.142105263,0.057894737,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745968856/freepik__the-style-is-candid-image-photography-with-natural__12398_kpoazp.png
8487,Maries Alwan Poster Colors 12 ml Set No.E1393B - 12 Colors,251.5,arts;architecture;engineering,Colors,2.8,26,0,189,13,15,2,27.2,231.883,High,Medium,Summer,183.092,0.078947368,0.068421053,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8488,manual files(15_40)(45-80) ,45,faculty of dentistry,chemical tools,3.9,19,0,207,8,22,8,17.3,44.145,Medium,Medium,Autumn,37.215,0.105769231,0.038461538,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8489,Templates Kit for engineering,50,engineering,Templates,3,21,0,215,11,23,4,14.1,45.6,Medium,Medium,Winter,42.95,0.106481481,0.050925926,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8490,Carioca Tempera Gouache Color Jar 500 ml No.40427,139.5,arts;architecture;engineering,Colors,4.4,16,0,188,13,20,4,13.3,115.6455,High,Medium,Spring,120.9465,0.105820106,0.068783069,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8491,putty index ,2000,faculty of dentistry,chemical tools,2.8,21,0,213,11,23,5,12.1,1498,High,Medium,Autumn,1758,0.107476636,0.051401869,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969706/dental-tools-equipment-white-background_rdzkhn.jpg
8492,Art Supplies Kit for arts,90,arts,Art Supplies,3.4,15,0,187,8,18,4,14.2,78.21,Medium,Medium,Autumn,77.22,0.095744681,0.042553191,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745969048/wallpaperflare.com_wallpaper_r1l0cl.jpg
8493,Rulers Kit for engineering,140,engineering,Rulers,3.1,18,0,182,8,13,3,17,99.26,High,Medium,Winter,116.2,0.071038251,0.043715847,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
8494,Carioca Tempera Gouache Color Jar 500 ml No.40427,139.5,arts;architecture;engineering,Colors,2.8,15,0,203,9,22,4,24.5,115.6455,High,Medium,Spring,105.3225,0.107843137,0.044117647,https://res.cloudinary.com/dzx8ljs2m/image/upload/v1745864186/enginerring_is6nis.jpg
